"code","latest_ecp","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010"
"NURS7203","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93886","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"NURS7501","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=86172","","","","S1      ","S1      ","S1      ","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"NURS7600","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93589","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"NURS7503","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97169","","S1      ","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NURS7601","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91182","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"NURS7700","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=64027","","","","","","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"NURS7602","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94433","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"NURS7603","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100369","","S1      ","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NURS7701","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=74408","","","","","","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"NURS7703","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=72912","","","","","","S1S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NURS7801","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92405","","","S1S2    ","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","",""
"NURS7800","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=84969","","","","S1      ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","",""
"NURS7702","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=77532","","","","","","S1S2    ","  S2    ","S1S2    ","S1S2    ","S1S2    ","  S2    "
"NURS7802","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95015","","  S2    ","  S2    ","  S2    ","  S2    ","S1      ","  S2    ","S1S2    ","S1S2    ","",""
"NURS7901","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=84943","","","","S1      ","S1      ","S1S2    ","","","","",""
"NURS7900","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=85833","","","","S1      ","S1      ","S1S2    ","","","","",""
"NURS7803","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101176","","S1      ","  S2    ","  S2    ","  S2    ","S1      ","  S2    ","S1S2    ","S1S2    ","",""
"NURS7902","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92078","","","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"NURS7903","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96550","","S1      ","S1      ","  S2    ","  S2    ","  S2    ","","","","",""
"NUTR1023","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95558","","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","  S2SS  ","  S2SS  ","  S2SS  ","  S2SS  ",""
"NUTR2003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94924","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NUTR2101","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97537","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"NUTR3000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91811","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NUTR2201","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=37556","","","","","","","","","","","  S2    "
"NUTR3001","","","","","","","","","","","",""
"NUTR3002","","","","","","","","","","","","S1      "
"NUTR3003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=32791","","","","","","","","","","","  S2    "
"NUTR3011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99440","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"NUTR3601","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=34382","","","","","","","","","","","S1      "
"NUTR3012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90552","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NUTR3201","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93603","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"NUTR4000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97282","","S1      ","S1      ","S1      ","S1      ","S1      ","","","","",""
"NUTR6001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=78944","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NUTR7001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100403","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"NUTR7002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93835","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"NUTR7003","","","","","","","","","","","",""
"NUTR7005","","","","","","","","","","","",""
"NUTR7007","","","","","","","","","","","",""
"NUTR7006","","","","","","","","","","","",""
"NUTR7008","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=62362","","","","","","","","S1      ","S1      ","S1      ","  S2    "
"OCTY1102","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96117","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"OCTY1203","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94864","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY1205","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93004","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY2103","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98201","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"OCTY1105","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98067","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"OCTY2104","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96285","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"OCTY2105","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96286","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"NUTR7009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91415","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"OCTY2106","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=101117","","S1      ","","","","","","","","",""
"OCTY2207","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94820","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY2208","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93576","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY2209","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91770","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY3102","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99483","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"OCTY2210","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94821","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY3104","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96691","","S1      ","S1      ","S1      ","S1      ","","","","","",""
"OCTY3136","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=50445","","","","","","","S1      ","","S1      ","","S1      "
"OCTY3140","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=40610","","","","","","","S1      ","","S1      ","S1      ","S1      "
"OCTY3103","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97572","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"OCTY3141","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=47250","","","","","","","S1      ","","S1      ","",""
"OCTY3204","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=67645","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY3206","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=83673","","","","","S1      ","  S2SS  ","  S2    ","  S2SS  ","  S2SS  ","  S2    ","  S2    "
"OCTY3207","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=80665","","","","","  S2    ","  S2SS  ","  S2SS  ","  S2SS  ","  S2    ","  S2SS  ","  S2    "
"OCTY4101","","","","","","","","","","","",""
"OCTY4102","","","","","","","","","","","",""
"OCTY4107","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=76757","","","","","","S1  SS  ","S1      ","S1  SS  ","S1      ","S1      ","S1      "
"OCTY4104","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96173","","S1      ","S1      ","S1      ","S1  SS  ","S1      ","S1      ","S1  SS  ","S1  SS  ","S1      ","S1      "
"OCTY4106","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97350","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"OCTY4120","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=80847","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY4205","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=75431","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY3208","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93646","","  S2    ","  S2    ","  S2    ","  S2    ","","","","","",""
"OCTY4206","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90565","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY4207","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93509","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"OCTY4208","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93178","","  S2    ","  S2    ","  S2    ","","","","","","",""
"OCTY4236","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=81467","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY4250","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=80758","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY7140","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38929","","","","","","","","","S1      ","S1      ","S1      "
"OCTY7810","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93848","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  "
"OCTY7809","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92036","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  "
"OCTY7815","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=89440","","","","","    SS  ","S1  SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  "
"OCTY7811","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94469","","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1      ","S1      ","S1      ","S1      ","S1      "
"OCTY7120","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=65857","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY7817","","","","","","","","","","","",""
"OCTY7818","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98478","","S1      ","S1      ","S1  SS  ","","","","","","","S1      "
"OCTY7819","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92619","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY7820","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=73368","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"OCTY7823","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98516","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"OCTY7821","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99120","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"OCTY7825","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=74336","","","","","","S1      ","S1      ","S1      ","S1      ","S1      ",""
"OCTY7824","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100384","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"OCTY7826","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93181","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY7829","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=74402","","","","","","S1      ","S1      ","S1      ","S1      ","S1      ",""
"OCTY7828","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92567","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY7830","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91981","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"OCTY7831","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=66055","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY7827","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92566","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"OCTY7832","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=89430","","S1      ","S1      ","S1      ","S1  SS  ","S1S2    ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1      "
"OCTY7835","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97194","","S1      ","S1      ","S1      ","S1      ","","","","","",""
"OCTY7833","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=79975","","S1      ","S1      ","S1      ","S1      ","S1S2    ","S1S2    ","S1S2SS  ","S1      ","S1      ","S1      "
"OCTY7840","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95093","","  S2    ","  S2    ","  S2    ","","","","","","",""
"OCTY7836","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96586","","S1      ","S1      ","S1  SS  ","","","","","","",""
"OHSS1000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100506","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1      ","S1      "
"OHSS2001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99874","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"OHSS2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98076","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","  S2    ","  S2    ",""
"OHSS3001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98599","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"OHSS1100","","","  S2    ","","","","","","","","",""
"OHSS3000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99215","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"OHSS3002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93728","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"OHSS3003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93134","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"OHSS3617","","","","","","","","","","","",""
"OCTY7834","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92044","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"OHSS3004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94975","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"OHSS4000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94363","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"OHSS4004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90700","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"OHSS4012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97344","","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","","",""
"OHSS4014","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96129","","S1      ","S1      ","S1      ","S1      ","S1  SS  ","S1  SS  ","S1  SS  ","","",""
"OHSS6610","","","","","","","","","","","",""
"OHSS6612","","","","","","","","","S1      ","S1      ","",""
"OHSS6617","","","","","","","","","","","",""
"OHSS7001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98480","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"OHSS7000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96572","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","","",""
"OHSS7002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96573","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"OHSS7003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97827","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"OHSS7004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95074","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"OHSS7005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91424","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"OHSS7006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92642","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"OHSS7008","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96590","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1      ","S1  SS  ","  S2SS  ","","",""
"OHSS7007","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96640","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","",""
"OHSS7018","","","","","","","","","","","",""
"OHSS7612","","","","","","","","","S1      ","S1      ","",""
"OHSS7028","","","  S2    ","","","","","","","","",""
"OHSS7613","","","","","","","","","","","",""
"OHSS7614","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=63354","","","","","","","","S1      ","","",""
"OHSS7615","","","","","","","","","S1      ","S1      ","",""
"OHSS7009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94446","","  S2    ","  S2    ","  S2    ","","","","","","",""
"OHSS7617","","","","","","","","","S1      ","S1      ","",""
"OHSS7616","","","","","","","","","","","",""
"ORAL1010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=76519","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORAL1050","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=75438","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ORAL1030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=69223","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORAL1060","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=75439","","","","  S2    ","  S2    ","  S2SS  ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ORAL2062","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=82251","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORAL3031","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=86385","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORAL2080","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=80090","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"ORAL3070","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=84512","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"ORAL2010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=75592","","","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1      "
"ORAL3080","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=87962","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"ORAL2070","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=82384","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORAL6010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92336","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORAL1020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=76518","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORAL6020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92317","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"ORGC2601","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=69168","","","","","","","S1      ","S1      ","","S1      ","S1      "
"ORGC2609","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=52905","","","","","","","","","  S2    ","",""
"ORGC2610","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=47839","","","","","","","","","  S2    ","  S2    ","  S2    "
"ORGC7610","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95008","","  S2    ","  S2    ","  S2    ","  S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"PARA3001","","","","","","","","","","","",""
"PARA3002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91802","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PATH1000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=75954","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"PCOL2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=76449","","","","","S1      ","S1      ","S1      ","S1      ","","",""
"PHIL1002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98563","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","",""
"PHIL1010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=40224","","","","","","","","","","S1S2    ","S1S2SS  "
"PHIL1013","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92361","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","S1S2    ","S1      ","S1      ","S1S2    "
"PHIL2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98223","","S1      ","","  S2    ","S1      ","S1      ","  S2    ","  S2    ","","  S2    ","  S2    "
"PHIL2010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91591","","","S1      ","","S1      ","","S1      ","","S1      ","",""
"PHIL1110","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98864","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1S2    ","S1      ","S1      ","S1      "
"PHIL2011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91810","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"PHIL2013","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94278","","  S2    ","  S2    ","  S2    ","  S2    ","","","","","",""
"PHIL2020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=85853","","","","S1      ","","  S2    ","","S1      ","","S1      ",""
"PHIL2090","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95387","","  S2    ","S1      ","","  S2    ","","","","","",""
"PHIL2050","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100712","","S1      ","","S1      ","","","  S2    ","S1      ","","",""
"PHIL2110","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94203","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"PHIL1020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=39820","","","","","","","","","","  S2    ","  S2    "
"PHIL2150","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=60517","","","","","","","","  S2    ","","",""
"PHIL2210","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99445","","S1      ","","S1      ","","","  S2    ","","    SS  ","","    SS  "
"PHIL2220","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90417","","","S1      ","","  S2    ","  S2    ","","S1      ","","",""
"PHIL2310","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95516","","","  S2    ","","  S2    ","","  S2    ","","","S1      ",""
